ci95_high,ci95_low,direction,layer,mask_condition,mean,metric,n,pack,position_group,positive_frac,prompt_runs,rank_mean,scale,stage
0.20270270270270271,-0.18243243243243243,corrupt,0,answer_mask,0.02027027027027027,hidden_target_logit_effect,37,primary,answer_adjacent,0.43243243243243246,37,0.02702702702702703,1.0,hidden_lattice
0.11486486486486487,-0.13513513513513514,corrupt,0,shifted_mask,-0.006756756756756757,hidden_target_logit_effect,37,primary,answer_adjacent,0.43243243243243246,37,0.10810810810810811,1.0,hidden_lattice
0.11486486486486487,-0.18243243243243243,corrupt,0,shuffled_mask,-0.033783783783783786,hidden_target_logit_effect,37,primary,answer_adjacent,0.2972972972972973,37,0.0,1.0,hidden_lattice
0.1891891891891892,-0.10135135135135136,corrupt,0,union_mask,0.0472972972972973,hidden_target_logit_effect,37,primary,answer_adjacent,0.4594594594594595,37,0.08108108108108109,1.0,hidden_lattice
0.8108108108108109,-0.8175675675675675,corrupt,0,answer_mask,-0.02702702702702703,hidden_target_logit_effect,37,primary,top_hidden_delta,0.43243243243243246,37,2.027027027027027,1.0,hidden_lattice
-0.12837837837837837,-1.385135135135135,corrupt,0,shifted_mask,-0.6959459459459459,hidden_target_logit_effect,37,primary,top_hidden_delta,0.35135135135135137,37,0.2702702702702703,1.0,hidden_lattice
0.19594594594594594,-0.6418918918918919,corrupt,0,shuffled_mask,-0.20945945945945946,hidden_target_logit_effect,37,primary,top_hidden_delta,0.35135135135135137,37,0.16216216216216217,1.0,hidden_lattice
0.668918918918919,-0.5675675675675675,corrupt,0,union_mask,-0.006756756756756757,hidden_target_logit_effect,37,primary,top_hidden_delta,0.35135135135135137,37,1.1081081081081081,1.0,hidden_lattice
11.944256756756756,3.641891891891892,corrupt,0,answer_mask,7.76097972972973,hidden_target_logit_effect,37,primary,visual+answer,0.7027027027027027,37,555.972972972973,1.0,hidden_lattice
6.418918918918919,0.16216216216216217,corrupt,0,shifted_mask,3.179054054054054,hidden_target_logit_effect,37,primary,visual+answer,0.6486486486486487,37,122.02702702702703,1.0,hidden_lattice
7.27027027027027,2.260135135135135,corrupt,0,shuffled_mask,4.635135135135135,hidden_target_logit_effect,37,primary,visual+answer,0.5675675675675675,37,48.08108108108108,1.0,hidden_lattice
13.535472972972974,4.871621621621622,corrupt,0,union_mask,9.108952702702704,hidden_target_logit_effect,37,primary,visual+answer,0.7297297297297297,37,593.9459459459459,1.0,hidden_lattice
11.842905405405405,3.5878378378378377,corrupt,0,answer_mask,7.679898648648648,hidden_target_logit_effect,37,primary,visual_span,0.6756756756756757,37,510.6216216216216,1.0,hidden_lattice
6.527027027027027,0.34121621621621623,corrupt,0,shifted_mask,3.2871621621621623,hidden_target_logit_effect,37,primary,visual_span,0.6216216216216216,37,121.56756756756756,1.0,hidden_lattice
