sample_id,prompt_name,condition,layer,bucket,status,position_count,topk_jaccard_change,bucket_mean_shift,mean_topk_drop
okvqa_val_2847255,B_direct,answer_mask,15,image_token_span,ok,576,0.6666666666666667,-0.002996578812599182,2.1988037109375
okvqa_val_2847255,B_direct,answer_mask,15,question,ok,34,0.33333333333333337,0.011332482099533081,-0.22734375
okvqa_val_2847255,B_direct,answer_mask,15,post_image_text,ok,35,0.33333333333333337,0.010893285274505615,-0.22734375
okvqa_val_2847255,B_direct,answer_mask,15,assistant_prefix,ok,4,0.18181818181818177,-0.01551792025566101,-0.5626953125
okvqa_val_2847255,B_direct,answer_mask,15,last_prompt_token,ok,1,0.18181818181818177,-0.005842715501785278,-0.105078125
okvqa_val_2847255,B_direct,union_mask,15,image_token_span,ok,576,0.7878787878787878,-0.004692137241363525,2.141796875
okvqa_val_2847255,B_direct,union_mask,15,question,ok,34,0.33333333333333337,0.007490411400794983,-0.0033203125
okvqa_val_2847255,B_direct,union_mask,15,post_image_text,ok,35,0.33333333333333337,0.0070584118366241455,-0.0033203125
okvqa_val_2847255,B_direct,union_mask,15,assistant_prefix,ok,4,0.18181818181818177,-0.011958152055740356,-0.435546875
okvqa_val_2847255,B_direct,union_mask,15,last_prompt_token,ok,1,0.18181818181818177,-0.004617631435394287,0.01435546875
okvqa_val_2847255,B_direct,answer_mask,30,image_token_span,ok,576,0.09523809523809523,0.0005109608173370361,-0.16953125
okvqa_val_2847255,B_direct,answer_mask,30,question,ok,34,0.09523809523809523,-0.003435879945755005,-0.56875
okvqa_val_2847255,B_direct,answer_mask,30,post_image_text,ok,35,0.09523809523809523,-0.0034551918506622314,-0.56875
okvqa_val_2847255,B_direct,answer_mask,30,assistant_prefix,ok,4,0.0,-0.0019576549530029297,0.82265625
okvqa_val_2847255,B_direct,answer_mask,30,last_prompt_token,ok,1,0.4,-0.012226372957229614,-0.558984375
okvqa_val_2847255,B_direct,union_mask,30,image_token_span,ok,576,0.09523809523809523,0.0017725825309753418,-1.22734375
okvqa_val_2847255,B_direct,union_mask,30,question,ok,34,0.09523809523809523,-0.004961669445037842,-0.709375
okvqa_val_2847255,B_direct,union_mask,30,post_image_text,ok,35,0.09523809523809523,-0.004927992820739746,-0.709375
okvqa_val_2847255,B_direct,union_mask,30,assistant_prefix,ok,4,0.0,-0.003827691078186035,2.09296875
okvqa_val_2847255,B_direct,union_mask,30,last_prompt_token,ok,1,0.46153846153846156,-0.013590216636657715,-0.59296875
okvqa_val_2847255,D_visual_only,answer_mask,15,image_token_span,ok,576,0.6666666666666667,-0.002996578812599182,2.1988037109375
okvqa_val_2847255,D_visual_only,answer_mask,15,question,ok,38,0.46153846153846156,0.011451542377471924,-0.185546875
okvqa_val_2847255,D_visual_only,answer_mask,15,post_image_text,ok,39,0.46153846153846156,0.010896563529968262,-0.185546875
okvqa_val_2847255,D_visual_only,answer_mask,15,assistant_prefix,ok,4,0.18181818181818177,-0.013610795140266418,-1.14013671875
okvqa_val_2847255,D_visual_only,answer_mask,15,last_prompt_token,ok,1,0.18181818181818177,-0.00432431697845459,-0.14013671875
okvqa_val_2847255,D_visual_only,union_mask,15,image_token_span,ok,576,0.7878787878787878,-0.004692137241363525,2.141796875
okvqa_val_2847255,D_visual_only,union_mask,15,question,ok,38,0.33333333333333337,0.007842421531677246,-0.0009765625
okvqa_val_2847255,D_visual_only,union_mask,15,post_image_text,ok,39,0.33333333333333337,0.007359892129898071,-0.0009765625
okvqa_val_2847255,D_visual_only,union_mask,15,assistant_prefix,ok,4,0.18181818181818177,-0.014228567481040955,-1.1283203125
okvqa_val_2847255,D_visual_only,union_mask,15,last_prompt_token,ok,1,0.18181818181818177,-0.005878061056137085,-0.0865234375
okvqa_val_2847255,D_visual_only,answer_mask,30,image_token_span,ok,576,0.09523809523809523,0.0005109608173370361,-0.16953125
okvqa_val_2847255,D_visual_only,answer_mask,30,question,ok,38,0.0,-0.002707570791244507,-0.203125
okvqa_val_2847255,D_visual_only,answer_mask,30,post_image_text,ok,39,0.0,-0.0026911497116088867,-0.203125
okvqa_val_2847255,D_visual_only,answer_mask,30,assistant_prefix,ok,4,0.18181818181818177,-0.0008218586444854736,0.60390625
okvqa_val_2847255,D_visual_only,answer_mask,30,last_prompt_token,ok,1,0.46153846153846156,-0.010853976011276245,-0.7701171875
okvqa_val_2847255,D_visual_only,union_mask,30,image_token_span,ok,576,0.09523809523809523,0.0017725825309753418,-1.22734375
okvqa_val_2847255,D_visual_only,union_mask,30,question,ok,38,0.0,-0.0039223432540893555,-0.39921875
okvqa_val_2847255,D_visual_only,union_mask,30,post_image_text,ok,39,0.0,-0.0038136839866638184,-0.39921875
okvqa_val_2847255,D_visual_only,union_mask,30,assistant_prefix,ok,4,0.09523809523809523,-0.00018581748008728027,3.17265625
okvqa_val_2847255,D_visual_only,union_mask,30,last_prompt_token,ok,1,0.46153846153846156,-0.010113388299942017,-0.5666015625
okvqa_val_4157235,B_direct,answer_mask,15,image_token_span,ok,576,0.75,-0.0022650957107543945,1.290625
okvqa_val_4157235,B_direct,answer_mask,15,question,ok,27,0.4,-0.006294354796409607,0.3802734375
okvqa_val_4157235,B_direct,answer_mask,15,post_image_text,ok,28,0.4,-0.006140902638435364,0.3802734375
okvqa_val_4157235,B_direct,answer_mask,15,assistant_prefix,ok,4,0.46153846153846156,0.00311201810836792,1.376953125
okvqa_val_4157235,B_direct,answer_mask,15,last_prompt_token,ok,1,0.18181818181818177,0.014149948954582214,0.36474609375
okvqa_val_4157235,B_direct,union_mask,15,image_token_span,ok,576,0.8235294117647058,-0.004073932766914368,2.1884765625
okvqa_val_4157235,B_direct,union_mask,15,question,ok,27,0.26086956521739135,-0.010803744196891785,0.1802734375
okvqa_val_4157235,B_direct,union_mask,15,post_image_text,ok,28,0.26086956521739135,-0.01054641604423523,0.1802734375
okvqa_val_4157235,B_direct,union_mask,15,assistant_prefix,ok,4,0.4,-0.0008089393377304077,1.531005859375
okvqa_val_4157235,B_direct,union_mask,15,last_prompt_token,ok,1,0.18181818181818177,0.014654606580734253,0.4373046875
okvqa_val_4157235,B_direct,answer_mask,30,image_token_span,ok,576,0.09523809523809523,0.00639575719833374,-0.734375
okvqa_val_4157235,B_direct,answer_mask,30,question,ok,27,0.0,-0.0018668770790100098,-0.11953125
okvqa_val_4157235,B_direct,answer_mask,30,post_image_text,ok,28,0.0,-0.001991838216781616,-0.11953125
okvqa_val_4157235,B_direct,answer_mask,30,assistant_prefix,ok,4,0.0,-0.0013284087181091309,-1.53671875
okvqa_val_4157235,B_direct,answer_mask,30,last_prompt_token,ok,1,0.18181818181818177,-0.0074901282787323,0.00703125
okvqa_val_4157235,B_direct,union_mask,30,image_token_span,ok,576,0.09523809523809523,0.011375248432159424,0.75703125
okvqa_val_4157235,B_direct,union_mask,30,question,ok,27,0.09523809523809523,-0.002352893352508545,-0.6375
okvqa_val_4157235,B_direct,union_mask,30,post_image_text,ok,28,0.09523809523809523,-0.0025638341903686523,-0.6375
okvqa_val_4157235,B_direct,union_mask,30,assistant_prefix,ok,4,0.0,-0.007307559251785278,-4.696875
okvqa_val_4157235,B_direct,union_mask,30,last_prompt_token,ok,1,0.09523809523809523,-0.0034074485301971436,-0.7896484375
okvqa_val_4157235,D_visual_only,answer_mask,15,image_token_span,ok,576,0.75,-0.0022650957107543945,1.290625
okvqa_val_4157235,D_visual_only,answer_mask,15,question,ok,31,0.33333333333333337,-0.0024301111698150635,0.598828125
okvqa_val_4157235,D_visual_only,answer_mask,15,post_image_text,ok,32,0.33333333333333337,-0.002589002251625061,0.598828125
okvqa_val_4157235,D_visual_only,answer_mask,15,assistant_prefix,ok,4,0.33333333333333337,-0.005255281925201416,0.0966796875
okvqa_val_4157235,D_visual_only,answer_mask,15,last_prompt_token,ok,1,0.26086956521739135,0.004446282982826233,0.37734375
okvqa_val_4157235,D_visual_only,union_mask,15,image_token_span,ok,576,0.8235294117647058,-0.004073932766914368,2.1884765625
okvqa_val_4157235,D_visual_only,union_mask,15,question,ok,31,0.4,-0.004970982670783997,0.2875
okvqa_val_4157235,D_visual_only,union_mask,15,post_image_text,ok,32,0.4,-0.005096435546875,0.2875
okvqa_val_4157235,D_visual_only,union_mask,15,assistant_prefix,ok,4,0.33333333333333337,-0.007419362664222717,0.13310546875
okvqa_val_4157235,D_visual_only,union_mask,15,last_prompt_token,ok,1,0.33333333333333337,0.0037754327058792114,0.46982421875
okvqa_val_4157235,D_visual_only,answer_mask,30,image_token_span,ok,576,0.09523809523809523,0.00639575719833374,-0.734375
okvqa_val_4157235,D_visual_only,answer_mask,30,question,ok,31,0.0,-0.0006319284439086914,-0.1296875
okvqa_val_4157235,D_visual_only,answer_mask,30,post_image_text,ok,32,0.0,-0.0006263554096221924,-0.1296875
okvqa_val_4157235,D_visual_only,answer_mask,30,assistant_prefix,ok,4,0.09523809523809523,-0.0031633973121643066,-3.55078125
okvqa_val_4157235,D_visual_only,answer_mask,30,last_prompt_token,ok,1,0.33333333333333337,-0.004458785057067871,0.0078125
okvqa_val_4157235,D_visual_only,union_mask,30,image_token_span,ok,576,0.09523809523809523,0.011375248432159424,0.75703125
okvqa_val_4157235,D_visual_only,union_mask,30,question,ok,31,0.09523809523809523,-0.0014303326606750488,-0.608203125
okvqa_val_4157235,D_visual_only,union_mask,30,post_image_text,ok,32,0.09523809523809523,-0.0014153718948364258,-0.608203125
okvqa_val_4157235,D_visual_only,union_mask,30,assistant_prefix,ok,4,0.09523809523809523,-0.007357269525527954,-4.7546875
okvqa_val_4157235,D_visual_only,union_mask,30,last_prompt_token,ok,1,0.26086956521739135,-0.007164567708969116,-1.06953125
okvqa_val_3658865,B_direct,answer_mask,15,image_token_span,ok,576,0.4,-0.0009453296661376953,-0.183984375
okvqa_val_3658865,B_direct,answer_mask,15,question,ok,28,0.5714285714285714,0.005916565656661987,0.0447265625
okvqa_val_3658865,B_direct,answer_mask,15,post_image_text,ok,29,0.5714285714285714,0.005798548460006714,0.0693359375
okvqa_val_3658865,B_direct,answer_mask,15,assistant_prefix,ok,4,0.4,-0.003852367401123047,0.27802734375
okvqa_val_3658865,B_direct,answer_mask,15,last_prompt_token,ok,1,0.4,0.005755826830863953,0.13447265625
okvqa_val_3658865,B_direct,union_mask,15,image_token_span,ok,576,0.6666666666666667,-0.011113107204437256,1.467578125
okvqa_val_3658865,B_direct,union_mask,15,question,ok,28,0.75,0.008596643805503845,0.030078125
okvqa_val_3658865,B_direct,union_mask,15,post_image_text,ok,29,0.75,0.008423715829849243,0.0546875
okvqa_val_3658865,B_direct,union_mask,15,assistant_prefix,ok,4,0.7096774193548387,-0.020110473036766052,0.279345703125
okvqa_val_3658865,B_direct,union_mask,15,last_prompt_token,ok,1,0.26086956521739135,0.005421042442321777,0.13935546875
okvqa_val_3658865,B_direct,answer_mask,30,image_token_span,ok,576,0.18181818181818177,-0.0002905130386352539,3.134375
okvqa_val_3658865,B_direct,answer_mask,30,question,ok,28,0.09523809523809523,0.0005741417407989502,0.667578125
okvqa_val_3658865,B_direct,answer_mask,30,post_image_text,ok,29,0.09523809523809523,0.0003765225410461426,0.667578125
okvqa_val_3658865,B_direct,answer_mask,30,assistant_prefix,ok,4,0.09523809523809523,0.004103600978851318,-0.701953125
okvqa_val_3658865,B_direct,answer_mask,30,last_prompt_token,ok,1,0.46153846153846156,0.006689846515655518,1.276171875
okvqa_val_3658865,B_direct,union_mask,30,image_token_span,ok,576,0.18181818181818177,0.01388007402420044,-7.46484375
okvqa_val_3658865,B_direct,union_mask,30,question,ok,28,0.09523809523809523,-0.00035771727561950684,0.447265625
okvqa_val_3658865,B_direct,union_mask,30,post_image_text,ok,29,0.09523809523809523,-0.0004731416702270508,0.447265625
okvqa_val_3658865,B_direct,union_mask,30,assistant_prefix,ok,4,0.26086956521739135,0.013353317975997925,4.858984375
okvqa_val_3658865,B_direct,union_mask,30,last_prompt_token,ok,1,0.5185185185185186,0.010794579982757568,2.10869140625
okvqa_val_3658865,D_visual_only,answer_mask,15,image_token_span,ok,576,0.4,-0.0009453296661376953,-0.183984375
okvqa_val_3658865,D_visual_only,answer_mask,15,question,ok,32,0.7096774193548387,0.013324528932571411,-0.191796875
okvqa_val_3658865,D_visual_only,answer_mask,15,post_image_text,ok,33,0.7096774193548387,0.012784004211425781,-0.191796875
okvqa_val_3658865,D_visual_only,answer_mask,15,assistant_prefix,ok,4,0.4,-0.009664595127105713,-0.27734375
okvqa_val_3658865,D_visual_only,answer_mask,15,last_prompt_token,ok,1,0.33333333333333337,-0.009777456521987915,-0.5326171875
okvqa_val_3658865,D_visual_only,union_mask,15,image_token_span,ok,576,0.6666666666666667,-0.011113107204437256,1.467578125
okvqa_val_3658865,D_visual_only,union_mask,15,question,ok,32,0.7878787878787878,0.01581364870071411,-0.1783203125
okvqa_val_3658865,D_visual_only,union_mask,15,post_image_text,ok,33,0.7878787878787878,0.01534225046634674,-0.1783203125
okvqa_val_3658865,D_visual_only,union_mask,15,assistant_prefix,ok,4,0.6206896551724138,-0.014153316617012024,-0.397900390625
okvqa_val_3658865,D_visual_only,union_mask,15,last_prompt_token,ok,1,0.33333333333333337,-0.0021051764488220215,-0.48759765625
okvqa_val_3658865,D_visual_only,answer_mask,30,image_token_span,ok,576,0.18181818181818177,-0.0002905130386352539,3.134375
okvqa_val_3658865,D_visual_only,answer_mask,30,question,ok,32,0.26086956521739135,-0.002059847116470337,-0.019921875
okvqa_val_3658865,D_visual_only,answer_mask,30,post_image_text,ok,33,0.26086956521739135,-0.0021418333053588867,-0.019921875
okvqa_val_3658865,D_visual_only,answer_mask,30,assistant_prefix,ok,4,0.0,0.005954325199127197,-0.13359375
okvqa_val_3658865,D_visual_only,answer_mask,30,last_prompt_token,ok,1,0.6206896551724138,0.0010644495487213135,1.0107421875
okvqa_val_3658865,D_visual_only,union_mask,30,image_token_span,ok,576,0.18181818181818177,0.01388007402420044,-7.46484375
okvqa_val_3658865,D_visual_only,union_mask,30,question,ok,32,0.09523809523809523,-0.0018855631351470947,1.03125
okvqa_val_3658865,D_visual_only,union_mask,30,post_image_text,ok,33,0.09523809523809523,-0.0018096566200256348,1.03125
okvqa_val_3658865,D_visual_only,union_mask,30,assistant_prefix,ok,4,0.18181818181818177,0.0014659762382507324,0.859375
okvqa_val_3658865,D_visual_only,union_mask,30,last_prompt_token,ok,1,0.33333333333333337,-0.011668622493743896,0.420703125
