sample_id,prompt_name,condition,layer,bucket,status,position_count,topk_jaccard_change,bucket_mean_shift,mean_topk_drop
okvqa_val_2847255,B_direct,answer_mask,0,question,ok,31,0.0,0.0,0.0
okvqa_val_2847255,B_direct,answer_mask,0,image_marker_or_span,ok,347,0.5185185185185186,0.012603014707565308,-0.125
okvqa_val_2847255,B_direct,answer_mask,0,assistant_prefix,ok,2,0.0,0.0,0.0
okvqa_val_2847255,B_direct,answer_mask,0,last_prompt_token,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,answer_mask,0,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,union_mask,0,question,ok,31,0.0,0.0,0.0
okvqa_val_2847255,B_direct,union_mask,0,image_marker_or_span,ok,347,0.46153846153846156,0.0141424760222435,-0.2765625
okvqa_val_2847255,B_direct,union_mask,0,assistant_prefix,ok,2,0.0,0.0,0.0
okvqa_val_2847255,B_direct,union_mask,0,last_prompt_token,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,union_mask,0,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,answer_mask,13,question,ok,31,0.0,0.058500051498413086,-0.1
okvqa_val_2847255,B_direct,answer_mask,13,image_marker_or_span,ok,347,0.09523809523809523,0.07596182823181152,0.2
okvqa_val_2847255,B_direct,answer_mask,13,assistant_prefix,ok,2,0.33333333333333337,0.11123847961425781,0.0125
okvqa_val_2847255,B_direct,answer_mask,13,last_prompt_token,ok,1,0.33333333333333337,0.10573935508728027,0.359375
okvqa_val_2847255,B_direct,answer_mask,13,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,union_mask,13,question,ok,31,0.09523809523809523,0.08890962600708008,-0.16875
okvqa_val_2847255,B_direct,union_mask,13,image_marker_or_span,ok,347,0.09523809523809523,0.23706626892089844,0.425
okvqa_val_2847255,B_direct,union_mask,13,assistant_prefix,ok,2,0.33333333333333337,0.1665339469909668,0.20625
okvqa_val_2847255,B_direct,union_mask,13,last_prompt_token,ok,1,0.33333333333333337,0.1622985601425171,0.64375
okvqa_val_2847255,B_direct,union_mask,13,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,answer_mask,26,question,ok,31,0.4,-0.04670572280883789,2.65
okvqa_val_2847255,B_direct,answer_mask,26,image_marker_or_span,ok,347,0.7878787878787878,0.18955659866333008,13.8125
okvqa_val_2847255,B_direct,answer_mask,26,assistant_prefix,ok,2,0.26086956521739135,0.15498733520507812,3.0
okvqa_val_2847255,B_direct,answer_mask,26,last_prompt_token,ok,1,0.46153846153846156,0.3945927619934082,5.18125
okvqa_val_2847255,B_direct,answer_mask,26,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,B_direct,union_mask,26,question,ok,31,0.46153846153846156,-0.1739649772644043,3.7
okvqa_val_2847255,B_direct,union_mask,26,image_marker_or_span,ok,347,0.7878787878787878,0.10055160522460938,14.84375
okvqa_val_2847255,B_direct,union_mask,26,assistant_prefix,ok,2,0.26086956521739135,0.13541793823242188,3.4875
okvqa_val_2847255,B_direct,union_mask,26,last_prompt_token,ok,1,0.46153846153846156,0.4026517868041992,5.65625
okvqa_val_2847255,B_direct,union_mask,26,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,answer_mask,0,question,ok,36,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,answer_mask,0,image_marker_or_span,ok,347,0.5185185185185186,0.012603014707565308,-0.125
okvqa_val_2847255,D_visual_only,answer_mask,0,assistant_prefix,ok,2,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,answer_mask,0,last_prompt_token,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,answer_mask,0,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,union_mask,0,question,ok,36,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,union_mask,0,image_marker_or_span,ok,347,0.46153846153846156,0.0141424760222435,-0.2765625
okvqa_val_2847255,D_visual_only,union_mask,0,assistant_prefix,ok,2,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,union_mask,0,last_prompt_token,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,union_mask,0,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,answer_mask,13,question,ok,36,0.09523809523809523,0.10396480560302734,-0.3
okvqa_val_2847255,D_visual_only,answer_mask,13,image_marker_or_span,ok,347,0.09523809523809523,0.07596182823181152,0.2
okvqa_val_2847255,D_visual_only,answer_mask,13,assistant_prefix,ok,2,0.26086956521739135,0.08221006393432617,0.36875
okvqa_val_2847255,D_visual_only,answer_mask,13,last_prompt_token,ok,1,0.18181818181818177,0.0868082046508789,0.4109375
okvqa_val_2847255,D_visual_only,answer_mask,13,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,union_mask,13,question,ok,36,0.09523809523809523,0.13154935836791992,-0.3125
okvqa_val_2847255,D_visual_only,union_mask,13,image_marker_or_span,ok,347,0.09523809523809523,0.23706626892089844,0.425
okvqa_val_2847255,D_visual_only,union_mask,13,assistant_prefix,ok,2,0.18181818181818177,0.16969799995422363,0.984375
okvqa_val_2847255,D_visual_only,union_mask,13,last_prompt_token,ok,1,0.33333333333333337,0.15391767024993896,0.796875
okvqa_val_2847255,D_visual_only,union_mask,13,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,answer_mask,26,question,ok,36,0.33333333333333337,-0.043457984924316406,2.4
okvqa_val_2847255,D_visual_only,answer_mask,26,image_marker_or_span,ok,347,0.7878787878787878,0.18955659866333008,13.8125
okvqa_val_2847255,D_visual_only,answer_mask,26,assistant_prefix,ok,2,0.26086956521739135,0.24271726608276367,3.325
okvqa_val_2847255,D_visual_only,answer_mask,26,last_prompt_token,ok,1,0.46153846153846156,0.48725080490112305,5.35
okvqa_val_2847255,D_visual_only,answer_mask,26,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_2847255,D_visual_only,union_mask,26,question,ok,36,0.4,-0.17126083374023438,3.6
okvqa_val_2847255,D_visual_only,union_mask,26,image_marker_or_span,ok,347,0.7878787878787878,0.10055160522460938,14.84375
okvqa_val_2847255,D_visual_only,union_mask,26,assistant_prefix,ok,2,0.26086956521739135,0.19518375396728516,3.5125
okvqa_val_2847255,D_visual_only,union_mask,26,last_prompt_token,ok,1,0.4,0.4473867416381836,5.34375
okvqa_val_2847255,D_visual_only,union_mask,26,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,answer_mask,0,question,ok,24,0.0,0.0,0.0
okvqa_val_4157235,B_direct,answer_mask,0,image_marker_or_span,ok,218,0.6666666666666667,0.012833043932914734,1.4859375
okvqa_val_4157235,B_direct,answer_mask,0,assistant_prefix,ok,2,0.0,0.0,0.0
okvqa_val_4157235,B_direct,answer_mask,0,last_prompt_token,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,answer_mask,0,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,union_mask,0,question,ok,24,0.0,0.0,0.0
okvqa_val_4157235,B_direct,union_mask,0,image_marker_or_span,ok,218,0.5714285714285714,0.024019017815589905,1.34765625
okvqa_val_4157235,B_direct,union_mask,0,assistant_prefix,ok,2,0.0,0.0,0.0
okvqa_val_4157235,B_direct,union_mask,0,last_prompt_token,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,union_mask,0,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,answer_mask,13,question,ok,24,0.0,-0.09039545059204102,-0.25
okvqa_val_4157235,B_direct,answer_mask,13,image_marker_or_span,ok,218,0.0,0.24345612525939941,-0.3125
okvqa_val_4157235,B_direct,answer_mask,13,assistant_prefix,ok,2,0.09523809523809523,-0.1837618350982666,-0.421875
okvqa_val_4157235,B_direct,answer_mask,13,last_prompt_token,ok,1,0.26086956521739135,-0.2415691614151001,-0.775
okvqa_val_4157235,B_direct,answer_mask,13,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,union_mask,13,question,ok,24,0.0,-0.1586627960205078,0.0
okvqa_val_4157235,B_direct,union_mask,13,image_marker_or_span,ok,218,0.0,0.3859434127807617,2.325
okvqa_val_4157235,B_direct,union_mask,13,assistant_prefix,ok,2,0.18181818181818177,-0.1771228313446045,-0.2625
okvqa_val_4157235,B_direct,union_mask,13,last_prompt_token,ok,1,0.26086956521739135,-0.2671382427215576,-0.64375
okvqa_val_4157235,B_direct,union_mask,13,position_2_diagnostic,ok,1,0.0,0.0,0.0
okvqa_val_4157235,B_direct,answer_mask,26,question,ok,24,0.46153846153846156,-0.06920576095581055,1.3625
okvqa_val_4157235,B_direct,answer_mask,26,image_marker_or_span,ok,218,0.7878787878787878,0.00400090217590332,32.228125
okvqa_val_4157235,B_direct,answer_mask,26,assistant_prefix,ok,2,0.33333333333333337,-0.23811864852905273,-0.6875
okvqa_val_4157235,B_direct,answer_mask,26,last_prompt_token,ok,1,0.5185185185185186,-0.5057010650634766,1.65
